,ratio,mean_pos_sim,mean_diff,method,reduction_rate
0,0.610882660205828,0.8103343762034225,0.12464072809335724,Whitening (768x2),384.0
0,0.6835226388672787,0.8400559933467998,0.1289284580791763,Whitening (768x4),192.0
0,0.7519504767832137,0.8380324804541162,0.14205857084064433,Whitening (768x8),96.0
0,0.748849718820156,0.6528651094136497,0.19948796515921657,Whitening (128x2),64.0
0,0.8330703060748182,0.8264918189880237,0.1630083813093941,Whitening (768x16),48.0
0,0.8395941230078464,0.7036805193932,0.20909116826679186,Whitening (128x4),32.0
0,0.9024539331836671,0.8062932186138985,0.1907657622788459,Whitening (768x32),24.0
0,0.9024094778723688,0.7247043996951361,0.21369739800163456,Whitening (128x8),16.0
0,0.9378625886327769,0.793159466144003,0.2102442964727428,Whitening (768x64),12.0
0,0.9380404098779702,0.7352646512241717,0.21749490613104916,Whitening (128x16),8.0
0,0.9524994998777478,0.7697960025800047,0.2264744351081418,Whitening (768x128),6.0
0,0.9565115917224211,0.7408971873490195,0.2206799970489226,Whitening (128x32),4.0
0,0.9647135966569605,0.7388498188673494,0.22464531098931861,Whitening (128x64),2.0
