,ratio,mean_pos_sim,mean_diff,method,reduction_rate
0,0.5844030273730537,0.5623289169396232,0.18346458803060717,Average parts (384),384.0
0,0.6795252225519288,0.6765378832267097,0.21603018586302547,Average parts (192),192.0
0,0.743273430467109,0.7053213672023193,0.22674447825090505,Average parts (128),128.0
0,0.777814823458807,0.7072223132209993,0.23166939754034888,Average parts (96),96.0
0,0.8226586203447471,0.7176994529909002,0.23329587682312775,Average parts (64),64.0
0,0.854699429866969,0.7254807010401285,0.2329903206868671,Average parts (48),48.0
0,0.8842396559197147,0.7318065305103508,0.23237203784075738,Average parts (32),32.0
0,0.9036108425299236,0.7344899634024137,0.2311828685712508,Average parts (24),24.0
0,0.9226819591237956,0.7347652976525737,0.2314300586646868,Average parts (16),16.0
0,0.932650951888774,0.734687037093629,0.23156293426367125,Average parts (12),12.0
0,0.9445870703164072,0.7322073096979511,0.22966746606139832,Average parts (8),8.0
0,0.9596905944720435,0.7325431643508262,0.22996829075347258,Average parts (4),4.0
0,0.9641249624912479,0.7335704908191606,0.22923750038767554,Average parts (2),2.0
